,id,click,hour,C1,banner_pos,site_id,site_domain,site_category,app_id,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,C14,C15,C16,C17,C18,C19,C20,C21
39210214,1.748308241462698e+19,0,14103015,1005,0,85f751fd,c4e18dd6,50e219e0,7e7baafa,2347f47a,0f2161f8,a99f214a,febd9923,be74e6fe,1,0,24034,320,50,2754,0,35,-1,246
16914323,7.127177780491706e+18,0,14102503,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,fa609443,c6263d8a,1,0,15704,320,50,1722,0,35,-1,79
30560403,1.2167844731249945e+19,0,14102815,1005,0,85f751fd,c4e18dd6,50e219e0,f888bf4c,5b9c592b,0f2161f8,03b15875,6592d2ea,d787e91b,1,0,23390,320,50,2681,1,419,-1,212
2188493,2.1888757537026826e+18,1,14102110,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,544495b5,d787e91b,1,0,17614,320,50,1993,2,1063,-1,33
14234733,7.910658098097699e+18,0,14102406,1005,0,85f751fd,c4e18dd6,50e219e0,de97da65,33da2e74,0f2161f8,a99f214a,2f323f36,d104784a,1,0,18648,320,50,1092,3,811,100156,61
20332116,1.7262942163248157e+19,0,14102603,1005,0,85f751fd,c4e18dd6,50e219e0,03528b27,2347f47a,8ded1f7a,c2970c1f,3e79f916,597ff2d3,1,2,15705,320,50,1722,0,35,100084,79
34025579,1.0649206442082769e+19,1,14102910,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,bdc303a2,ff065cf0,1,2,17614,320,50,1993,2,1063,-1,33
11480153,5.594838013336959e+18,0,14102311,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,39f2d65e,63350c8a,1,0,22142,320,50,2550,0,547,100034,51
31506055,3.1267663867680133e+18,1,14102818,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,622cb132,8ce34352,1,0,22676,320,50,2616,0,35,-1,51
28970673,1.3587540746918584e+19,0,14102810,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,389d4734,edead9f4,1,0,23143,320,50,2665,0,35,-1,221
18252226,1.2132915034020024e+19,0,14102513,1005,0,6399eda6,968765cd,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,374e57ce,8f5c9827,1,0,19771,320,50,2227,0,679,100077,48
29883960,1.6921663753007157e+19,0,14102813,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,9c6a0e25,ae075e74,84ebbcd4,1,0,23454,320,50,2688,1,33,100176,212
3557135,1.7611780853531564e+19,0,14102118,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,3ee639e4,711ee120,1,0,21724,320,50,2502,0,35,100084,221
13563551,1.7426987500660859e+19,1,14102402,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,522ed8a6,d787e91b,1,0,17671,320,50,1939,2,1063,-1,117
35916041,8.649426670368581e+18,0,14102920,1005,0,85f751fd,c4e18dd6,50e219e0,ae280cba,33da2e74,cef3e649,a99f214a,186c71c6,38fa23d7,1,5,9248,320,50,768,3,175,100155,42
27817629,2.932923931928579e+18,1,14102805,1005,0,85f751fd,c4e18dd6,50e219e0,03528b27,2347f47a,8ded1f7a,a99f214a,94fed478,be74e6fe,1,0,16688,320,50,1873,3,39,-1,23
35708821,1.3399626058848651e+19,0,14102919,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,49e9a039,d4897fef,1,0,17264,320,50,1872,3,39,-1,23
4990563,7.784465055645374e+18,0,14102205,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,803827cf,0eb711ec,1,0,16208,320,50,1800,3,167,100077,23
11146737,5.289362801066537e+18,0,14102309,1010,1,85f751fd,c4e18dd6,50e219e0,03a08c3f,7801e8d9,0f2161f8,395ebbfb,098fefad,538c6a1c,5,3,15706,320,50,1722,0,35,-1,79
39000179,3.27343812189749e+18,0,14103014,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,e2e36f38,ef726eae,1,0,22254,320,50,2545,0,431,100084,221
12747315,9.502769706440602e+17,1,14102318,1005,0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,1319a280,a3e4f0ae,0eb711ec,1,0,1038,320,50,178,3,1327,100148,15
20680428,6.476534079223555e+18,0,14102605,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,fd2f1bd5,3bd9e8e7,1,0,15707,320,50,1722,0,35,100084,79
28710878,1.6315304849108277e+19,0,14102809,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,9ca728d4,0989142d,1,0,23144,320,50,2665,0,35,-1,221
3831701,4.1742176738384507e+18,0,14102120,1005,0,85f751fd,c4e18dd6,50e219e0,c51f82bc,d9b5648e,0f2161f8,a99f214a,6de5730f,b4b19c97,1,0,21706,320,50,2498,3,169,100111,61
33376310,7.247987968001405e+17,0,14102906,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,f3077b6b,2b580930,1,0,17037,320,50,1934,2,39,100117,16
22071062,2.1864759852745318e+18,0,14102612,1010,1,85f751fd,c4e18dd6,50e219e0,8c0dcd5a,7801e8d9,0f2161f8,33b41d00,771ea775,bf83adaa,4,0,15703,320,50,1722,0,35,100083,79
38474586,1.9210243049795953e+18,0,14103012,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,c363d527,8a4875bd,1,0,15707,320,50,1722,0,35,-1,79
33135088,1.1218069615964514e+19,0,14102905,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,2bce8bf3,9b5ce758,1,0,21611,320,50,2480,3,297,100111,61
5170540,1.8144352662845417e+19,0,14102206,1005,0,85f751fd,c4e18dd6,50e219e0,66f5e02e,6f7ca2ba,0f2161f8,a99f214a,872c5f5b,d6e0e6ff,1,0,21790,320,50,2513,3,35,100188,68
18199825,8.243796021818578e+18,0,14102512,1005,0,bb4524e7,d733bbc3,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,aa80ae32,5096d134,1,0,20633,320,50,2374,3,39,100148,23
850719,5.545978619738024e+18,0,14102104,1005,0,6256f5b4,28f93029,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b197a1f5,8a4875bd,1,0,6563,320,50,572,2,39,-1,32
31836131,1.3204978516364012e+18,0,14102820,1005,0,83a0ad1a,5c9ae867,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,5ae4bef8,be6db1d7,1,0,22948,320,50,2654,3,35,100188,23
14806669,1.317105620261756e+19,0,14102410,1005,0,85f751fd,c4e18dd6,50e219e0,a4869716,2347f47a,d1327cf5,a99f214a,85d5cb4b,cabc6075,1,2,375,320,50,112,3,1319,-1,15
19149436,9.909391214741721e+18,0,14102516,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,2826542f,b4b19c97,1,0,21611,320,50,2480,3,297,100111,61
35303546,1.8304982365017044e+18,0,14102916,1005,1,ce3307ec,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,285aa37d,3bb1ddd7,1,0,23626,320,50,2707,3,937,100156,61
15397635,6.406245096794548e+18,0,14102413,1005,0,83a0ad1a,5c9ae867,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,147688e6,78259b0a,1,0,16615,320,50,1863,3,39,-1,23
7082817,8.144014819106507e+18,1,14102211,1005,0,85f751fd,c4e18dd6,50e219e0,44c180c6,2347f47a,cef3e649,a99f214a,4ec7019d,a80eb5d7,1,3,20476,320,50,2348,3,427,100003,61
13834045,1.7961975570255078e+18,0,14102404,1005,0,85f751fd,c4e18dd6,50e219e0,54c5d545,2347f47a,0f2161f8,8aa0141e,71c63b96,9126c8d0,1,0,22195,320,50,2556,3,167,100199,23
35307347,2.0677056131766884e+18,1,14102916,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,8f72695c,7abbbd5c,1,0,4687,320,50,423,2,39,100148,32
21223017,4.5800839834896394e+18,0,14102608,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,f6e17afa,ecb851b2,1,0,17014,320,50,1872,3,39,-1,23
9036634,1.5366042904921027e+19,0,14102220,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,5f357d66,d787e91b,1,0,15699,320,50,1722,0,35,-1,79
29052982,2.269315662487574e+18,0,14102810,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,3e6ce678,0bcabeaf,1,2,21189,320,50,2424,1,161,100193,71
8007175,6.749635623405579e+18,0,14102214,1005,0,85f751fd,c4e18dd6,50e219e0,3f2a6cbb,33da2e74,cef3e649,a99f214a,8ba222ee,3bb1ddd7,1,0,19733,320,50,2260,0,171,100156,91
29721435,1.068714844568064e+18,0,14102813,1005,1,16c73019,8025317b,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,0258b238,eee53df3,1,0,22741,320,50,2637,3,35,100188,23
15850176,9.032115519993604e+18,0,14102415,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,c65caa1a,04f5b394,1,0,15707,320,50,1722,0,35,-1,79
18793511,1.6349737808449739e+19,0,14102515,1005,0,85f751fd,c4e18dd6,50e219e0,54c5d545,2347f47a,0f2161f8,c08905b5,74538893,2ee63ff8,1,0,15702,320,50,1722,0,35,-1,79
13971255,1.523771863990624e+19,0,14102405,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,9b1fe278,8a4875bd,1,0,15701,320,50,1722,0,35,-1,79
30944022,1.8137909557196947e+19,0,14102816,1005,1,0eb72673,d2f72222,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,06bbda2f,779d90c2,1,0,19771,320,50,2227,0,935,100077,48
9551733,1.037407965048321e+19,1,14102301,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e30e04df,d10ca9bd,1,0,17262,320,50,1872,3,39,-1,23
28719623,1.675542918439043e+19,0,14102809,1005,0,85f751fd,c4e18dd6,50e219e0,f53417e1,0e8616ad,0f2161f8,a99f214a,988ce5e7,db1d05df,1,0,19493,320,50,2229,0,687,100031,48
21737332,1.2142943719671497e+19,1,14102611,1005,0,5e03b073,7405f3ba,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,f03aefa2,7abbbd5c,1,0,20635,300,250,2374,3,39,-1,23
15223806,7.712578042619181e+18,0,14102412,1002,0,84c7ba46,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,c357dbff,b5ee4008,cf19f7f7,0,0,16934,320,50,1903,3,171,100191,71
19163825,1.1085817652406581e+19,0,14102517,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,57c43d47,981edffc,1,2,21191,320,50,2424,1,161,100193,71
32192060,1.6996914235922797e+19,0,14102822,1005,0,85f751fd,c4e18dd6,50e219e0,73206397,2347f47a,8ded1f7a,a99f214a,d9ca6d5b,c9f7dab9,1,2,23143,320,50,2665,0,35,-1,221
28605573,1.0976283984928133e+19,0,14102809,1005,0,85f751fd,c4e18dd6,50e219e0,e9739828,df32afa9,cef3e649,a99f214a,c23766ed,aa35da31,1,0,23143,320,50,2665,0,34,-1,221
37227105,1.2231522523046042e+19,1,14103006,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,a99f214a,0e73f33d,1f0bc64f,1,3,23739,320,50,2676,0,299,100176,221
31179506,1.5353894206357232e+19,0,14102817,1005,0,85f751fd,c4e18dd6,50e219e0,de97da65,33da2e74,0f2161f8,a99f214a,6394f6f6,f60c2fd3,1,0,9248,320,50,768,3,175,100156,42
10868580,1.624586443160185e+19,0,14102308,1005,1,5114c672,3f2f3819,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,a77eb02b,3295ea18,1,0,22137,320,50,1702,0,1059,100077,110
13924723,1.0644945514157939e+19,0,14102405,1005,0,85f751fd,c4e18dd6,50e219e0,e96773f0,2347f47a,0f2161f8,a99f214a,18225de0,d6b5c09e,1,2,21611,320,50,2480,3,297,100111,61
10288914,1.2905500201061382e+19,0,14102305,1005,0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,9214eb70,19c19dfa,be87996b,1,2,1039,320,50,178,3,1327,100148,15
2382159,2.780311722507426e+18,1,14102111,1005,0,82b03dda,73c4ceaf,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,ed805b7a,a4b0a5ea,1,0,20389,320,50,2338,0,35,-1,79
981903,1.3636163413091336e+19,0,14102105,1005,1,b7e9786d,b12b9f85,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,74157c25,684581ce,1,0,19950,320,50,1800,3,167,100075,23
14755976,7.754420940934721e+18,0,14102409,1005,0,d6137915,bb1ef334,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,793c3cc9,b6443086,1,0,20215,320,50,2316,0,167,100079,16
23892584,1.7268354611818123e+19,1,14102700,1005,0,85f751fd,c4e18dd6,50e219e0,2f6efcf2,813f3323,0f2161f8,a99f214a,fdf5b53e,4ea23a13,1,0,21611,320,50,2480,3,297,100111,61
13731741,6.681973597505635e+17,0,14102403,1005,0,d6137915,bb1ef334,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,f788c70f,be6db1d7,1,0,16920,320,50,1899,0,431,100081,117
20356344,4.229265105409889e+18,1,14102603,1002,0,85f751fd,c4e18dd6,50e219e0,27550a3c,7801e8d9,07d7df22,3f4d85c6,43d43f39,9ea59138,0,0,21155,320,50,2420,2,35,-1,69
38186513,1.4544379237247468e+18,0,14103011,1005,0,85f751fd,c4e18dd6,50e219e0,0acbeaa3,45a51db4,f95efa07,a99f214a,81f8eceb,d787e91b,1,0,23725,320,50,2716,3,47,-1,23
9756476,5.144382639133877e+18,1,14102302,1005,0,85f751fd,c4e18dd6,50e219e0,a5184c22,b8d325c3,0f2161f8,a99f214a,82a91509,b4920c7e,1,0,14265,320,50,1526,2,169,100111,35
36873568,6.021944226223548e+18,0,14103004,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,fee5ccc2,4ea23a13,1,0,23161,320,50,2667,0,35,-1,221
24126045,1.5147656900267325e+19,0,14102703,1005,1,5ee41ff2,17d996e6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,7743bf82,542422a7,1,0,20312,320,50,1780,0,1711,100077,48
31988471,1.1488255748083317e+19,0,14102821,1010,7,85f751fd,c4e18dd6,50e219e0,e109e9bd,7801e8d9,0f2161f8,bcf0bfcb,d49999a0,a0f5f879,4,2,21791,320,480,2513,3,1059,-1,68
37974379,1.4875871495129012e+19,0,14103010,1005,0,f6cba1bd,5c9c05b7,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,f4f255dc,76dc4769,1,0,23991,320,50,2747,0,33,100076,76
18477541,1.1220355688804217e+19,0,14102514,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,21fe0c2a,36d749e5,1,0,15705,320,50,1722,0,35,-1,79
14695886,1.8412928054932933e+19,0,14102409,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,6d5cc629,1f0bc64f,1,0,20632,320,50,2374,3,39,-1,23
24662851,7.670691385955745e+18,0,14102706,1005,0,85f751fd,c4e18dd6,50e219e0,1d2eea90,7801e8d9,0f2161f8,a99f214a,ff28c174,2b127119,1,2,15839,300,250,1741,3,175,100113,100
5098542,1.4003646920349338e+19,1,14102206,1005,0,4b0f0061,7195bdd6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,c3741000,8571106b,1,0,6560,320,50,571,2,39,-1,32
23358040,5.597176404453219e+18,0,14102618,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,544c3a20,a0f5f879,1,0,15705,320,50,1722,0,35,100084,79
12187475,5.247879007061148e+18,0,14102315,1005,0,85f751fd,c4e18dd6,50e219e0,d36838b1,0e8616ad,0f2161f8,a99f214a,ca6187e5,ba7e8b0a,1,2,454,320,50,122,3,1327,-1,15
32523414,1.6604765993782292e+19,0,14102901,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,0e0def2d,3bd9e8e7,1,0,22255,320,50,2545,0,167,-1,221
38693669,1.6502797850339232e+19,0,14103013,1005,0,29229f8e,a10eb148,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,d6400668,d787e91b,1,0,23723,320,50,2716,3,47,-1,23
38960427,1.7335520019379667e+19,0,14103014,1005,1,57fe1b20,5b626596,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,57ac8d12,4ea23a13,1,0,21679,320,50,2495,2,167,-1,23
18292851,1.4963089531023907e+19,0,14102513,1005,1,0a742914,510bd839,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,39e0cdf6,7120e05e,1,0,8330,320,50,761,3,175,100075,23
31689480,1.7182271293170788e+19,1,14102819,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,7ed30f6c,d1b0c050,1,0,20634,320,50,2374,3,39,-1,23
6854714,1.4965059456865569e+19,0,14102211,1005,0,85f751fd,c4e18dd6,50e219e0,4b08f369,2347f47a,0f2161f8,a99f214a,ee1127db,c4c73e33,1,2,21767,320,50,2506,0,35,-1,157
15750346,1.7625450796368855e+19,1,14102415,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,c966d99e,36b67a2a,1,3,21189,320,50,2424,1,161,100190,71
31480702,1.7941691910892044e+19,0,14102818,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,27c227f6,e1eae715,1,3,21189,320,50,2424,1,161,100189,71
32240607,6.896232638708995e+18,0,14102822,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,836dba19,0bcabeaf,1,3,21189,320,50,2424,1,161,100193,71
14572444,6.324288853762054e+18,0,14102408,1005,1,5114c672,3f2f3819,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,21949769,d787e91b,1,0,19772,320,50,2227,0,679,100077,48
17524466,1.6164666848626086e+19,0,14102509,1005,0,85f751fd,c4e18dd6,50e219e0,be7c618d,2347f47a,f95efa07,7afa24c2,8f8b92f3,33c9c797,1,3,380,320,50,112,3,1319,-1,15
7728923,3.389139495102471e+18,0,14102213,1005,0,85f751fd,c4e18dd6,50e219e0,e9739828,df32afa9,cef3e649,a99f214a,8c20266e,4ea23a13,1,0,21768,320,50,2506,0,35,-1,157
9099017,5.954362844791699e+18,0,14102220,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,86038b4c,84ebbcd4,1,0,21853,216,36,2524,0,35,-1,221
33659562,1.250502910588482e+19,0,14102908,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,1237b558,054c8edf,1,3,21189,320,50,2424,0,175,100190,71
1986276,3.060992614101169e+18,0,14102109,1005,1,e8f79e60,c4342784,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,0fb09a5d,8a4875bd,1,0,16208,320,50,1800,3,167,100075,23
32499497,1.3231811269373432e+18,0,14102901,1005,0,85f751fd,c4e18dd6,50e219e0,e2a1ca37,2347f47a,8ded1f7a,a99f214a,f504838a,d787e91b,1,0,17017,320,50,1873,3,39,-1,23
15455379,1.1281013435083276e+19,0,14102414,1005,1,7dd19f44,9690165f,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,c9ec483b,d7bc6ccb,1,0,19772,320,50,2227,0,679,100079,48
18057530,1.33839826482184e+19,1,14102512,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,aefe5482,1aa0e912,1,0,15699,320,50,1722,0,35,-1,79
23012795,5.960500145940852e+17,1,14102616,1005,0,93eaba74,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,b307f855,711ee120,1,0,17653,300,250,1994,2,39,100084,33
25325041,1.8273190517734078e+19,0,14102711,1002,0,7549fe4f,a6c8495c,50e219e0,ecad2386,7801e8d9,07d7df22,7c012e95,fffe0185,911a3c09,0,0,21412,320,50,2467,2,167,100075,23
1077137,2.813443922438247e+18,0,14102105,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,838c00a7,1ccc7835,1,0,19950,320,50,1800,3,167,-1,23
22625093,7.988449974351956e+18,0,14102614,1005,0,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,95b2935e,ad0177e7,1,0,6392,320,50,547,3,47,-1,23
31461092,1.6533466987181707e+19,0,14102818,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ac77b71a,375c3d47,1,0,15701,320,50,1722,0,35,-1,79
7165641,1.1613746221020303e+19,0,14102212,1005,1,16c73019,8025317b,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,71b5dd96,99d79d3e,1,0,21770,320,50,2507,0,35,-1,157
38216027,1.6762155986649133e+19,0,14103011,1005,0,85f751fd,c4e18dd6,50e219e0,e9739828,df32afa9,cef3e649,a99f214a,0fb16e1f,be74e6fe,1,0,23902,320,50,2740,0,163,100013,17
38440011,1.62191044847862e+18,0,14103012,1005,0,85f751fd,c4e18dd6,50e219e0,9ba9bd52,2347f47a,0f2161f8,53c5b2f1,b7863fe6,be87996b,1,2,20011,300,50,2283,0,163,100076,95
29731893,1.1087252183176366e+19,0,14102813,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,a99f214a,ac739e7f,aa2a5321,1,2,23454,320,50,2688,1,33,-1,212
28403894,1.6244233053967297e+19,1,14102808,1005,1,85f751fd,c4e18dd6,50e219e0,1dc72b4d,2347f47a,0f2161f8,dfefc120,36c00fd0,1acb6434,1,0,22998,300,50,2657,3,35,100013,23
1371959,5.609976413735814e+18,0,14102106,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,795f94e2,d787e91b,1,0,15707,320,50,1722,0,35,-1,79
17069743,2.8603850559951355e+18,0,14102505,1005,0,ad61648c,3fb2562b,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,b70561f7,36b67a2a,1,0,22288,320,50,2572,3,297,100155,42
21806370,1.6932668129586125e+19,0,14102611,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,5d461b69,6e1e2240,1,0,19950,320,50,1800,3,167,100081,23
34909951,2.403215131626975e+18,0,14102914,1005,0,85f751fd,c4e18dd6,50e219e0,ed6036dd,7801e8d9,0f2161f8,2a1f36b8,b0caee14,3e72ab6c,1,0,22738,320,50,2636,0,47,100111,70
20162859,5.966817896523339e+18,0,14102601,1005,0,85f751fd,c4e18dd6,50e219e0,a4db51b9,d9b5648e,0f2161f8,a99f214a,f75a30d4,93a90f85,1,0,20744,320,50,2394,0,175,100111,116
36017989,9.413423172240073e+18,1,14102921,1005,0,e3c09f3a,d262cf1e,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,1f2a413b,ff91ea03,1,0,20072,320,50,2291,3,35,100194,43
9301294,1.6641826538012228e+19,1,14102222,1005,0,85f751fd,c4e18dd6,50e219e0,f0d41ff1,2347f47a,0f2161f8,a99f214a,e68e7563,13555279,1,0,19775,320,50,2229,0,687,100031,48
15892656,1.1992248253794077e+19,0,14102416,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,cefc65fa,1ccc7835,1,0,15701,320,50,1722,0,35,-1,79
29899510,1.7526218257533606e+19,0,14102813,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,3fadf219,c144e605,1,0,17614,320,50,1993,2,1063,-1,33
24311771,5.850650234138387e+18,1,14102704,1005,0,93eaba74,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,bd7b9ad2,0eb711ec,1,0,17654,300,250,1994,2,39,-1,33
14726565,4.847989897976094e+18,0,14102409,1005,0,85f751fd,c4e18dd6,50e219e0,54c5d545,2347f47a,0f2161f8,a99f214a,431b3174,ff065cf0,1,2,15703,320,50,1722,0,35,-1,79
16674387,1.1840236543106947e+19,0,14102500,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,211f96b8,d6b5c09e,1,2,21677,320,50,2495,2,167,-1,23
23179960,4.1158805607218944e+18,0,14102617,1005,0,85f751fd,c4e18dd6,50e219e0,e2a1ca37,2347f47a,8ded1f7a,a99f214a,71666cd0,158e4944,1,0,16688,320,50,1873,3,39,-1,23
36925198,8.505417916287819e+18,1,14103004,1005,0,85f751fd,c4e18dd6,50e219e0,d36838b1,0e8616ad,0f2161f8,a99f214a,e7d8b07c,18d8fb90,1,0,23804,320,50,2726,3,803,-1,229
22768034,2.5969387860357494e+18,1,14102615,1002,0,10a74e5b,0d343541,50e219e0,ecad2386,7801e8d9,07d7df22,f91f1bbc,b6cfef85,43e7b962,0,0,6563,320,50,572,2,39,-1,32
26218731,1.7497209525970332e+19,0,14102717,1005,0,6399eda6,968765cd,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e2caa9cd,eae9ef59,1,0,19771,320,50,2227,0,935,100077,48
14750503,7.206484289898875e+17,1,14102409,1005,0,6256f5b4,28f93029,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,41958ae3,744ae245,1,0,16615,320,50,1863,3,39,-1,23
9629597,6.410275314477663e+18,0,14102301,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,26507e6a,8a4875bd,1,0,21878,320,50,2526,0,35,100081,221
4518130,7.176547232602952e+18,0,14102203,1005,1,0c2fe9d6,27e3c518,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,8d643b37,5db079b5,1,2,6559,320,50,571,2,39,100048,32
10908637,2.478725608214318e+18,1,14102308,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,542826fb,81892725,1,0,17014,320,50,1872,3,39,-1,23
11615468,3.4167027338129106e+18,0,14102312,1005,0,8cbacf0b,a434fa42,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,2b9ddb5e,6e1e2240,1,0,16208,320,50,1800,3,167,100074,23
17743247,3.0116230144486395e+18,1,14102510,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,9b1028ab,c6263d8a,1,0,15702,320,50,1722,0,35,-1,79
28655781,1.352338085260975e+19,0,14102809,1005,0,85f751fd,c4e18dd6,50e219e0,aaf0fa87,2347f47a,cef3e649,8da4fa51,2c8e5062,158e4944,1,3,23143,320,50,2665,0,34,100103,221
29707193,1.0138800424437457e+19,0,14102813,1005,1,b7e9786d,b12b9f85,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a9f11dc4,4ceb2e0b,1,0,22682,320,50,2528,0,39,100076,221
